"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
193,"1","2026-02-02T17:10:13.934373Z","","Humor","Regular Humor",799,"Work",147.7,"","Satire","","","Damnit! Trick! Trick! Yeah? The f*** is this sh**? How many times I told you not to put the whole table in as one person and you seat numbers? How you gonna put this whole, what is this, a five top? Oh, on seat one. It's all one guy. What? What? That? It's one guy, he's traveling, wanting to try a bunch of stuff. What am I gonna tell him? That's too much, you slug. You tell me this is one guy. Stuff dates, the nachos, smoked meatballs, half chili queso, wedge salad, Santa Fe chicken, anel diablo burger, a ribeye, my my fish tacos, and the fried Brussels sprouts. Who is this f***ing guy, Joey Chestnut? Or Kobayashi, that dude could pound some hot dogs. No, Joey Chestnut's the goat. I hate hot dogs. That tracks. Anyways, just a regular dude. Regular dudes don't order the entire menu. Maybe he's a YouTuber doing a mukbang. Thought it was mukbang. I gotta see this guy. Yeah, I gotta see this guy. Oh, god. That's the guy? Where's he gonna put all that f***ing- Can you imagine the sh** you'd take after me a night ago? No, I don't wanna imagine that. Move, move. Oh yeah, it's just some regular schmuck. How much is this bill? 250 so far. Probably just business expensive. Yeah, it looks like a corporate tool. Just wasting all that food. F***ing weirdo, man. I like his hair. He kinda has a vibe. Nicole, you just like him because he's got money. He's gonna need a bigger table with all those plates. And a barf bucket. Oh, Nico! Oh, stop! Shut up! Oh yeah, sorry about that. You're seated a little close to the kitchen. I think we'll just take the check. Oh, do you need boxes? No. Oh, trick. Time or age six, my my.","2026-02-02T17:10:13.934399Z","s3://humor-harm-dataset/dataset-s3/2Lex5LL5b1Y.mp4"
817,"7","2026-02-21T07:25:09.563617Z","","Not Humor","None of these",800,"Other",6.589,"","None of these","No","","If I'm a weirdo, why do I have a picture of his asshole? Checkmate. Hey, I'm not weird, and I'll prove it. I got your nose. I'll give it back if we have sex. I- hey, so I went up and I stabbed this guy for my TikTok prank, but don't worry, it was of course in a non-vital spot he's going to live, and we ended up becoming really good friends, and I kissed him on the lips. I'll take one more last look around this beautiful world before saying my goodbyes to it. Damn you, ni- Oh! Are they making out? Oh! Let's go! Kiss him! KISS HIM! He's pulling his cock out! Imagine he just flops his meat on the table. Excuse me, everybody, not to be rude, but fuck this guy. He's got a girl and I don't, and he's a dork, and I'm a Chad. What's going on here, guys? What an injustice.","2026-02-21T07:25:09.563641Z","s3://humor-harm-dataset/dataset-s3/2Lw5jO_mr0c.mp4"
245,"9","2026-02-02T21:37:29.209942Z","","Humor","Regular Humor",800,"Celebrity and pop culture",131.121,"","Satire","","","If I'm a weirdo, why do I have a picture of his asshole? Checkmate. Hey, I'm not weird, and I'll prove it. I got your nose. I'll give it back if we have sex. I- hey, so I went up and I stabbed this guy for my TikTok prank, but don't worry, it was of course in a non-vital spot he's going to live, and we ended up becoming really good friends, and I kissed him on the lips. I'll take one more last look around this beautiful world before saying my goodbyes to it. Damn you, ni- Oh! Are they making out? Oh! Let's go! Kiss him! KISS HIM! He's pulling his cock out! Imagine he just flops his meat on the table. Excuse me, everybody, not to be rude, but fuck this guy. He's got a girl and I don't, and he's a dork, and I'm a Chad. What's going on here, guys? What an injustice.","2026-02-02T21:37:29.209965Z","s3://humor-harm-dataset/dataset-s3/2Lw5jO_mr0c.mp4"
194,"1","2026-02-02T17:11:17.566539Z","","Not Humor","None of these",800,"Celebrity and pop culture",60.527,"","None of these","","","If I'm a weirdo, why do I have a picture of his asshole? Checkmate. Hey, I'm not weird, and I'll prove it. I got your nose. I'll give it back if we have sex. I- hey, so I went up and I stabbed this guy for my TikTok prank, but don't worry, it was of course in a non-vital spot he's going to live, and we ended up becoming really good friends, and I kissed him on the lips. I'll take one more last look around this beautiful world before saying my goodbyes to it. Damn you, ni- Oh! Are they making out? Oh! Let's go! Kiss him! KISS HIM! He's pulling his cock out! Imagine he just flops his meat on the table. Excuse me, everybody, not to be rude, but fuck this guy. He's got a girl and I don't, and he's a dork, and I'm a Chad. What's going on here, guys? What an injustice.","2026-02-02T17:11:17.566562Z","s3://humor-harm-dataset/dataset-s3/2Lw5jO_mr0c.mp4"
816,"7","2026-02-21T07:24:41.660497Z","","Humor","Regular Humor",801,"Celebrity and pop culture",22.088,"","None of these","No","","Hey, bud. You look fantastic. This is the wrong outfit. Ha ha ha ha. No, no. I think it's perfect. You look great. Thanks. My eyes are up here. Just don't move. I don't know where... I can't even... I can't even look there. I don't know what to do. I'm confused. Do you remember the last time I saw you? Ha ha. It... For the S&L 50? Sanger Life's 50th anniversary, and I saw you in the hallway. We talked. That's true. Yeah. Tell me if there's a problem. Right now, there's not a problem. There's almost a problem. But not quite. It's just like a... My posture is real good. It's just everything is going according to plan. Does anyone have, like, a blanket I could wear? This is... Yeah, no, it's good. Um... I want to see you look perfect. That's perfect. That's perfect. No one will even know the difference. Yeah. Perfect. Thank you. You look great. Thank you.","2026-02-21T07:24:41.660538Z","s3://humor-harm-dataset/dataset-s3/2Mmcjh79g3I.mp4"
249,"9","2026-02-02T21:55:42.548474Z","","Humor","Regular Humor",801,"Celebrity and pop culture",1085.815,"","None of these","","","Hey, bud. You look fantastic. This is the wrong outfit. Ha ha ha ha. No, no. I think it's perfect. You look great. Thanks. My eyes are up here. Just don't move. I don't know where... I can't even... I can't even look there. I don't know what to do. I'm confused. Do you remember the last time I saw you? Ha ha. It... For the S&L 50? Sanger Life's 50th anniversary, and I saw you in the hallway. We talked. That's true. Yeah. Tell me if there's a problem. Right now, there's not a problem. There's almost a problem. But not quite. It's just like a... My posture is real good. It's just everything is going according to plan. Does anyone have, like, a blanket I could wear? This is... Yeah, no, it's good. Um... I want to see you look perfect. That's perfect. That's perfect. No one will even know the difference. Yeah. Perfect. Thank you. You look great. Thank you.","2026-02-02T21:55:42.548497Z","s3://humor-harm-dataset/dataset-s3/2Mmcjh79g3I.mp4"
246,"9","2026-02-02T21:39:28.965660Z","","Humor","Regular Humor",801,"Celebrity and pop culture",114.584,"","None of these","","","Hey, bud. You look fantastic. This is the wrong outfit. Ha ha ha ha. No, no. I think it's perfect. You look great. Thanks. My eyes are up here. Just don't move. I don't know where... I can't even... I can't even look there. I don't know what to do. I'm confused. Do you remember the last time I saw you? Ha ha. It... For the S&L 50? Sanger Life's 50th anniversary, and I saw you in the hallway. We talked. That's true. Yeah. Tell me if there's a problem. Right now, there's not a problem. There's almost a problem. But not quite. It's just like a... My posture is real good. It's just everything is going according to plan. Does anyone have, like, a blanket I could wear? This is... Yeah, no, it's good. Um... I want to see you look perfect. That's perfect. That's perfect. No one will even know the difference. Yeah. Perfect. Thank you. You look great. Thank you.","2026-02-02T21:39:28.965685Z","s3://humor-harm-dataset/dataset-s3/2Mmcjh79g3I.mp4"
195,"1","2026-02-02T17:12:56.833315Z","1 - Mild","Humor","Dark Humor",801,"{""choices"":[""Work"",""Celebrity and pop culture""]}",92.623,"","None of these","","","Hey, bud. You look fantastic. This is the wrong outfit. Ha ha ha ha. No, no. I think it's perfect. You look great. Thanks. My eyes are up here. Just don't move. I don't know where... I can't even... I can't even look there. I don't know what to do. I'm confused. Do you remember the last time I saw you? Ha ha. It... For the S&L 50? Sanger Life's 50th anniversary, and I saw you in the hallway. We talked. That's true. Yeah. Tell me if there's a problem. Right now, there's not a problem. There's almost a problem. But not quite. It's just like a... My posture is real good. It's just everything is going according to plan. Does anyone have, like, a blanket I could wear? This is... Yeah, no, it's good. Um... I want to see you look perfect. That's perfect. That's perfect. No one will even know the difference. Yeah. Perfect. Thank you. You look great. Thank you.","2026-02-02T17:12:56.833340Z","s3://humor-harm-dataset/dataset-s3/2Mmcjh79g3I.mp4"
815,"7","2026-02-21T07:23:49.498862Z","","Almost or not sure","None of these",802,"Other",6.942,"","None of these","No","","Hello, uh, I play guitar. Alright, hit us. Alright, I'm just gonna hit you with a couple blues riffs, I guess. Sounds good. Alright. Shit. Fucking really nervous. I'm really nervous. Shut up. Hey, it's okay. You can do it. I believe in you, Evan.","2026-02-21T07:23:49.498884Z","s3://humor-harm-dataset/dataset-s3/2VqFpmdrZlk.mp4"
247,"9","2026-02-02T21:40:30.808563Z","","Not Humor","None of these",802,"Celebrity and pop culture",39.201,"","None of these","","","Hello, uh, I play guitar. Alright, hit us. Alright, I'm just gonna hit you with a couple blues riffs, I guess. Sounds good. Alright. Shit. Fucking really nervous. I'm really nervous. Shut up. Hey, it's okay. You can do it. I believe in you, Evan.","2026-02-02T21:40:30.808603Z","s3://humor-harm-dataset/dataset-s3/2VqFpmdrZlk.mp4"
196,"1","2026-02-02T17:13:41.827116Z","","Not Humor","None of these",802,"Celebrity and pop culture",41.657,"","None of these","","","Hello, uh, I play guitar. Alright, hit us. Alright, I'm just gonna hit you with a couple blues riffs, I guess. Sounds good. Alright. Shit. Fucking really nervous. I'm really nervous. Shut up. Hey, it's okay. You can do it. I believe in you, Evan.","2026-02-02T17:13:41.827149Z","s3://humor-harm-dataset/dataset-s3/2VqFpmdrZlk.mp4"
814,"7","2026-02-21T07:23:12.220551Z","","Almost or not sure","None of these",803,"Other",9.414,"","None of these","No","","bye","2026-02-21T07:23:12.220603Z","s3://humor-harm-dataset/dataset-s3/2ZD8UGm0Lns.mp4"
248,"9","2026-02-02T21:41:42.210910Z","","Almost or not sure","Regular Humor",803,"Other",16.49,"","None of these","","","bye","2026-02-02T21:41:42.210943Z","s3://humor-harm-dataset/dataset-s3/2ZD8UGm0Lns.mp4"
197,"1","2026-02-02T17:14:10.443861Z","","Not Humor","None of these",803,"Other",26.142,"","None of these","","","bye","2026-02-02T17:14:10.443884Z","s3://humor-harm-dataset/dataset-s3/2ZD8UGm0Lns.mp4"
813,"7","2026-02-21T07:22:48.732781Z","","Almost or not sure","None of these",804,"Politics and society",613.044,"","None of these","No","","So just so I can understand this, orthodox have been holding it true this entire time. Then the Catholics kind of changed it up a little bit. Well, no, it's trickier than that. And then the thing that the Catholics create gets changed up again, and then it gets changed up again, and it gets changed up again, and it gets changed up again. But then orthodox have been holding it true this whole time. I mean, kind of crazy how that. You gotta talk to the cops. I'm just saying, see, I got Jesus's house in Cairo, so. Yeah, I was there for that. So that's the Coptic, so they're another group. Yeah. Yeah. So you got a bunch of different factions, right? But I think you have a central core, which you would all adhere to approximately, but then you have differentiations in theological disagreements. The Protestant Reformation was to reform all of that and go back to the primitive church. The primitive church is? Well, what scripture teaches? Which would be closest to. I don't think it's necessarily closest to any of them. Like, I don't claim that. It feels kind of orthodox to me. It feels like you don't want to admit it. No, no, I'm not orthodox. No, this guy is like a diehard orthodox Christian. No, I just went to Turkey and I had a tour guide and he was breaking the whole thing down in me. I was like, oh, I've been lied to my whole life. The orthodox are really the real ones.","2026-02-21T07:22:48.732807Z","s3://humor-harm-dataset/dataset-s3/2ZaaQ8QpyNM.mp4"
